entity,code,GPDpc1950,GPDpc1951,GPDpc1952,GPDpc1953,GPDpc1954,GPDpc1955,GPDpc1956,GPDpc1957,GPDpc1958,GPDpc1959,GPDpc1960,GPDpc1961,GPDpc1962,GPDpc1963,GPDpc1964,GPDpc1965,GPDpc1966,GPDpc1967,GPDpc1968,GPDpc1969,GPDpc1970,GPDpc1971,GPDpc1972,GPDpc1973,GPDpc1974,GPDpc1975,GPDpc1976,GPDpc1977,GPDpc1978,GPDpc1979,GPDpc1980,GPDpc1981,GPDpc1982,GPDpc1983,GPDpc1984,GPDpc1985,GPDpc1986,GPDpc1987,GPDpc1988,GPDpc1989,GPDpc1990,GPDpc1991,GPDpc1992,GPDpc1993,GPDpc1994,GPDpc1995,GPDpc1996,GPDpc1997,GPDpc1998,GPDpc1999,GPDpc2000,GPDpc2001,GPDpc2002,GPDpc2003,GPDpc2004,GPDpc2005,GPDpc2006,GPDpc2007,GPDpc2008,GPDpc2009,GPDpc2010,GPDpc2011,GPDpc2012,GPDpc2013,GPDpc2014,GPDpc2015,GPDpc2016,GPDpc2017,GPDpc2018,GPDpc2019,population,pop2019,pop1960,oecd,growth2011_1960,growth2019_1960,GDPpc1960relusa
Mali,MLI,,,,,,,,,,,776.59784,759.32928,742.29272,713.89929,564.52911,601.81628,588.80408,596.87604,632.77014,635.19708,660.07562,673.14606,580.46179,587.53247,573.67651,616.85559,673.46179,687.32178,670.5863,751.96765,713.92328,799.74219,854.50085,832.77148,778.43677,1003.8789,993.90375,891.38318,750.88885,764.24237,749.7677,800.8988,722.42957,745.08734,731.20605,973.89197,1206.5997,1270.6154,1292.2141,1354.6953,1380.9473,1471.3109,1452.6434,1567.0706,1408.7047,1467.4871,1612.9946,1591.8174,1693.3593,1974.575,2017.8123,1988.0868,1909.7675,1942.9255,2041.3866,1987.0233,2165.8777,2240.447,2374.083,2446.2075,10459317.76666667,21068406,5402549,0,1.8602387,1.9637299,-3.2014484
Mauritania,MRT,,,,,,,,,,,2018.1348,1978.538,2219.3313,2057.6106,2767.8726,3174.2114,3115.9207,3425.8254,3906.3098,3608.5728,4019.988,3962.5464,3974.0105,3729.9263,4033.0032,4420.0229,4663.6382,4476.668,3830.0085,4052.9492,3907.9526,4009.1125,3680.1545,3605.647,3417.9114,3369.3516,3354.3926,3382.8704,3378.6135,3330.3469,3229.0403,3214.9565,3289.0698,3439.5308,3529.8088,3361.7781,3572.4348,3292.4946,3339.2522,3272.3584,3186.7036,3062.9712,3156.3757,3252.0417,3626.7964,3666.4651,3858.7742,3914.8733,3848.0791,3794.6167,4468.001,4535.4854,4403.5103,4763.6836,4307.874,4392.7588,4473.6323,4935.1816,4725.5732,4676.1816,2162909.166666667,4467714,824307,0,1.6004335,1.4344419,-2.2464421
Mauritius,MUS,5205.5049,5212.8101,5185.0039,4941.8408,4720.6431,4806.7734,4805.5151,4880.4629,4621.397,4676.2686,4113.9785,4470.917,4734.0439,4751.0225,5281.209,4850.3423,4854.9829,5141.4102,4107.5127,4085.1672,4868.2642,5109.123,5256.6191,5463.6348,5351.9521,5306.1299,6945.7759,7143.6133,7214.6621,6713.5762,6689.5918,6874.5713,7011.1123,7069.1177,8116.0088,7834.6948,8453.1514,10437.358,10521.875,10940.205,11846.35,12521.868,12847.364,13506.218,14134.569,14867.98,16621.65,16413.287,16652.344,16476.227,16539.104,16063.076,15961.274,15697.031,15586.288,15024.487,15771.482,17298.73,17349.801,16718.84,17088.406,18954.357,19543.262,19607.258,20028.928,20134.156,21841.797,22267.203,22654.246,23437.75,1056033.766666667,1286269,680332,0,3.0406919,2.9929965,-1.5342252
Mexico,MEX,5064.5552,5332.2856,5401.7485,5171.1128,5574.5737,5857.6445,6072.3789,6330.5977,6442.1177,6404.3335,6676.6885,6648.7002,6688.8955,7078.6167,7782.8726,7951.686,8184.5361,8366.5205,8798.2539,8885.1934,9180.8682,9303.4785,9787.7002,10298.846,10642.34,10928.391,11242.499,11393.507,12144.773,13109.692,14127.015,14891.229,14380.749,13198.649,13302.488,13072.401,12007.635,11930.41,11692.257,11889.863,12382.703,12630.54,12845.684,12747.229,13056.868,12184.501,12283.149,13003.718,13815.467,14059.859,14849.223,14646.398,14265.164,14228.521,14894.119,15638.168,15983.76,16249.967,16461.701,15710.421,16873.336,18200.082,18862.564,18710.57,18637.203,18518.387,18913.807,18939.904,19200.268,18736.527,81739426.43333334,125762976,36724612,0,1.985741,1.7642859,-1.0499936
Morocco,MAR,1387.2644,1359.054,1412.623,1404.1055,1442.2584,1390.5052,1385.0537,1335.0502,1382.75,1408.162,1398.9199,1748.6622,1951.7324,2227.969,2312.6382,2220.6682,2091.6584,2103.9082,2190.1582,2382.4165,2208.9553,2310.4661,2317.8035,2334.6697,2464.7485,2546.6133,2762.6091,2785.9829,2891.2888,2995.4189,2952.8308,2931.5547,3207.5452,3352.5264,3551.1257,3815.4817,4125.105,4154.6846,4538.2295,4548.4233,4546.292,4981.1411,4926.6528,4906.9033,5409.1533,5263.4424,6074.2617,5563.501,5535.1978,5239.0044,4984.9692,5038.877,4916.895,5038.5156,4968.7354,4880.0801,5234.0981,5459.0171,6071.832,6548.8652,6897.9429,7624.126,7691.6621,7642.4927,7204.2603,7604.1436,7520.1714,7591.1289,7752.627,7923.9307,23777616.65,36210908,11624932,0,3.3806267,2.9829237,-2.6129153
Namibia,NAM,,,,,,,,,,,4204.3135,4100.1777,4555.4355,4732.7417,5218.2852,5287.9854,5431.2344,5283.5933,5322.6099,5552.9277,5855.5093,5980.2285,5910.7832,5960.8335,6204.9966,6175.5234,6125.7241,5977.4629,6026.2031,6176.1748,6340.8257,6324.9673,6357.8159,5973.8315,5984.9395,5944.2212,6012.9849,5921.8633,5699.2427,5668.043,5062.8765,5452.5669,5578.1479,5600.0737,5547.6943,5657.3262,5870.3735,5892.8042,5961.8589,6077.2852,6176.4526,6266.5488,6440.5117,6352.9839,6827.2192,7330.709,7915.397,8090.0068,8809.4023,8456.0908,8970.7637,9607.4102,10300.408,9976.1865,11200.09,11041.704,10507.842,9921.8799,9473.2627,9353.127,1417601.966666667,2650500,591471,0,1.6336389,1.3644789,-1.5125048
Nepal,NPL,,,,,,,,,,,761.83588,749.23438,757.8338,752.66498,818.42346,791.22522,836.28143,799.18988,788.30286,815.34723,846.07153,810.21307,823.62061,795.9671,815.71741,810.88519,826.55908,827.72308,841.39691,863.92535,804.27454,871.8905,903.03314,918.15704,960.36456,979.39825,1020.0691,1014.0082,1069.532,1133.1582,1137.8658,1204.0892,1189.3293,1248.1986,1465.9276,1528.8193,1626.9994,1595.658,1511.2021,1479.8984,1485.4597,1392.387,1366.9335,1484.0645,1422.6223,1422.8258,1481.4969,1560.5021,1702.9414,1915.5867,2118.272,2321.9221,2554.7559,2674.5566,2849.1494,2829.8501,2930.8179,3278.1589,3466.9692,3631.0178,19644463.98333333,28414066,10123663,0,2.2091851,2.6820085,-3.2206399
Netherlands,NLD,9007.3623,9298.8477,9415.7373,10065.209,10535.699,11280.051,11575.108,11846.341,11641.03,12127.421,13113.135,13240.119,13629.312,13537.519,14872.658,15301.046,15368.931,16021.928,16874.313,18204.072,19090.383,19911.338,20482.219,21831.9,22989.105,23108.594,24106.871,24367.543,24841.381,25255.449,26173.992,25294.805,24475.873,24419.023,24767.418,24075.873,25028.982,25144.99,25964.035,26902.656,28432.918,29128.871,29365.768,30104.893,30778.459,32155.631,33305.762,35467.707,36453.566,39085.129,42616.637,42938.492,42863.039,42688.301,43293.613,48942.477,50002.719,53258.063,55246.902,50439.02,50553.598,51588.309,52656.027,54954.078,52230.891,51664.715,51435.762,54233.449,54921.648,55569.441,14891686.23333333,17537506,11486909,1,2.7220371,2.4776869,-.3750014
New Zealand,NZL,11963.813,10779.251,11027.631,11131.261,11969.846,12163.165,12207.592,12454.825,12605.587,12927.336,14358.214,14852.987,14933.232,15467.823,15829.946,16518.58,17280.469,16251.157,16054.55,17540.982,16909.846,17446.904,18072.215,19089.055,19477.945,18867.777,19234.674,18402.932,18249.225,18139.514,18241.316,18732.959,18761.359,19685.424,20427.186,19984.455,21285.105,22114.449,23043.379,23056.01,23036.617,22237.072,22482.072,23766.602,24903.42,25871.375,26873.715,27581.033,27843.195,29434.182,29589.344,30121.984,30559.318,31083.648,30939.174,31823.973,31891.816,33771.051,33758.484,33797.086,34903.133,36292.402,36036.375,36690.316,37205.359,37060.945,38738.773,39728.855,40128.211,41522.477,3537187.416666667,4989412,2379483,0,1.8348384,1.816147,-.28429362
Nicaragua,NIC,3635.6484,4033.0144,4523.0664,4634.8491,4882.4116,5091.7935,4923.3159,5174.4146,5052.3164,4987.6719,4851.6992,5047.6196,5532.1011,5848.8452,6383.2236,6964.3555,6849.4849,7117.5039,7006.918,7140.5771,7060.5693,7119.3369,6750.4355,7472.0171,8408.5898,7457.7979,7811.9551,8818.29,7098.4849,4283.2563,5681.7319,5855.8413,5457.936,5694.5298,5577.6069,5565.9321,5212.5024,5330.3335,3912.7607,3511.0037,3537.7476,3537.6482,3436.5547,3260.1873,3386.7668,3521.3818,3626.3523,3717.2358,3840.3413,4005.3787,4033.3044,4049.7041,3973.5537,4003.177,4092.6555,4306.813,4301.6465,4450.8379,4567.6216,4367.1304,4466.5146,4676.1929,4794.1655,4840.0674,5079.5557,5300.7627,5536.5967,5654.6304,5232.6538,5024.2754,4084732.616666667,6483660,1782371,0,-.072218433,.059258644,-1.3692868
Niger,NER,,,,,,,,,,,2008.3547,2100.1304,2273.2979,2418.6572,2341.762,2383.3455,2303.7478,2294.884,2284.0781,2062.3633,2124.3464,2131.2278,2005.7504,1673.042,1802.6085,1598.72,1681.7506,1831.2332,1883.8491,2049.5913,1954.8835,1810.8234,1781.5747,1694.8641,1281.2731,1345.5496,1313.9994,1282.6211,1244.8372,1191.0474,1210.1617,1177.3971,1129.103,1094.7175,1076.4741,1123.6465,1080.9954,1056.9218,1131.9476,1106.8685,1036.8898,1089.2837,1106.1584,1107.5525,1030.2905,1036.2706,1055.6915,1039.9606,1081.9208,1080.0107,1190.5724,1131.7478,1208.476,1170.2283,1194.3004,1191.8284,1147.8324,1128.3477,1188.8394,1210.8782,9862594.083333334,22947764,3505057,0,-1.118313,-.85390955,-2.2512999
Nigeria,NGA,1799.9221,1769.1423,1744.0383,1788.4983,1933.7255,1834.3895,1712.395,1643.6693,1693.0754,1823.3486,2001.772,2039.7079,2087.7527,2142.7012,2081.6824,2284.2544,2230.9011,1873.9387,1824.5787,2197.4375,2900.2532,3136.9658,3278.0081,3815.0623,4069.5261,4040.2229,4140.0776,4480.4897,4520.0234,4576.6475,4807.376,4411.4473,3746.5696,,,,,,,,,,,,,,,,,707.91626,941.47522,998.49536,1261.6782,1643.9158,2163.4158,3456.3408,3955.1292,4276.3486,4314.6997,4471.6768,5035.7593,5234.2905,5303.8218,5541.9263,5730.0142,5576.2925,5327.9292,5060.9785,5177.499,4983.6753,106328680.15,209485632,45053788,0,1.9025756,1.5580035,-2.2545831
Norway,NOR,9826.6143,10246.801,10648.959,11062.436,11237.178,11486.549,11813.063,12259.225,12060.635,12268.726,12448.908,13045.534,13182.25,13531.33,14254.884,14929.269,15334.514,16158.051,16619.059,17136.207,13790.824,14770.556,16221.474,16606.527,17902.807,19913.449,22265.455,22886.102,24688.646,26166.289,27764.758,27909.139,27530.096,28735.143,30379.668,30526.918,29406.348,30044.559,28691.742,29728.449,32764.594,32687.063,33537.234,33683.602,34806.59,37309.195,41733.711,43845.07,41572.941,46062.18,56381.223,56772.672,54437.688,58280.91,61862.293,76282.555,82402.68,82926.922,93274.219,77867,83524.734,90686.547,94650.805,91533.164,84909.969,70778.648,67263.195,69604.789,75245.914,73668.789,4328238.033333333,5347735,3581119,1,3.9704757,3.0593328,-.42698288
Pakistan,PAK,1381.4801,1375.2395,1319.5555,1344.0159,1324.266,1273.9102,1331.0956,1300.2577,1271.0206,1335.7048,1308.8778,1329.9052,1380.2258,1435.7209,1504.5687,1605.902,1726.1285,1712.7838,1754.6998,1844.4484,1972.8506,1960.2056,1953.5576,1999.8323,2020.9501,2036.954,2084.9021,2084.2717,2157.7144,2181.6064,2266.4963,2328.2283,2364.1052,2431.8967,2490.6589,2563.7229,2559.0054,2640.1499,2739.5498,2781.5779,2764.075,2693.3384,2785.7932,2797.3147,2756.6943,2844.1104,2929.303,2841.4192,2880.3252,2870.1143,2879.3796,2829.9724,2881.1455,2904.5984,3076.1675,3334.0825,3591.6812,3776.2563,3911.9106,4040.5366,4204.3774,4465.3408,4508.8867,4434.1782,4487.1455,4649.5283,4587.1802,4743.6899,4957.3164,5026.2085,123346038.9833333,230800912,45709312,0,2.4354095,2.3067036,-2.6794457
Panama,PAN,2169.8794,2093.1404,2197.7605,2297.7356,2385.5745,2494.9851,2528.8975,2727.7644,2706.8184,2800.6697,2888.1548,3114.8833,3288.9431,3452.0007,3524.0208,3733.2336,3905.333,4151.3574,4324.6763,4585.8896,5322.8481,5752.9214,5940.6641,6068.9595,6239.6787,6188.1387,6076.9907,5881.2964,6185.9116,6283.8564,6774.9336,7134.437,6950.9009,7230.4272,7016.9131,6655.5693,7230.4712,7624.9238,6661.9492,6565.7065,6951.8916,7586.668,7968.5127,8132.2944,8183.4072,7965.124,8275.6094,8972.1318,9551.4033,9670.3896,10030.54,10025.104,10359.59,11373.855,11404.923,13825.336,14851.861,13690.339,14888.188,15173.578,16334.601,18371.814,20502.666,21937.141,23684.98,24786.473,26693.416,29459.16,29920.34,29879.904,2515714.583333333,4234699,1126004,0,3.694452,4.0397501,-1.887998
Paraguay,PRY,,2400.8584,2262.9805,2090.7708,2231.0676,2361.1741,2365.9885,2284.7329,2374.1704,2349.8101,2345.6484,2433.1853,2377.4023,2440.9929,2459.8352,2546.8848,2488.5198,2615.6699,2626.7244,2694.5251,2833.6868,2924.8081,3048.9326,3135.9294,3249.5435,3320.3582,3479.2551,3802.3679,4090.0371,4254.0498,4648.9658,5022.7002,4875.3232,4679.377,4653.8193,4671.1924,4459.2876,4569.5127,4767.3452,4869.812,5233.1987,5246.4219,5277.4873,5419.332,5594.0981,5732.6489,5718.5835,5757.7593,5850.6387,5484.5342,5208.9824,5397.5947,6900.7671,7130.4629,7358.9048,7434.9258,7810.5986,8203.6279,8691.8984,9207.959,10500.25,11502.423,11276.215,11698.768,11972.812,11727.364,12007.704,12347.542,12377.313,12319.808,4048624,6515060,1883516,0,3.1667461,2.8511541,-2.0960538
Peru,PER,2250.3943,2365.3691,2437.8774,2501.3958,2597.7883,2666.491,2686.6558,2825.9597,2719.2981,2703.1074,2903.3362,3022.7847,3197.5747,3281.8306,3400.363,3522.4773,3682.9868,3759.678,3646.2227,3715.8311,3822.3206,3947.4807,3941.9817,4164.0845,4414.8804,4512.5752,4431.9443,4252.4165,4022.7449,4003.5979,4275.3647,4517.3174,4441.6572,4016.4761,4093.1025,4007.1255,4506.5928,4936.5361,4575.1016,3734.9497,3700.6125,3785.0408,3798.636,3983.6047,4564.2563,5024.6563,5212.2085,5464.8857,5261.916,5175.4785,5241.1553,5204.9727,5464.4907,5745.8608,6147.0942,6727.8379,7547.1685,8302.5176,9017.7969,8962.9785,10113.219,11022.33,11566.978,11749.854,11764.07,11662.247,11747.658,11956.625,12158.256,12236.712,21449855.45,32449300,10174127,0,2.650322,2.4682403,-1.8827553
Philippines,PHL,1477.5818,1473.5881,1564.318,1693.8206,1766.1429,1855.7346,1869.4685,1931.1437,1944.4689,2080.2446,2024.0106,2060.0229,2151.5845,2213.8293,2193.7256,2226.5186,2250.8093,2233.208,2308.5745,2365.6123,2449.7456,2534.5444,2613.1045,2760.9226,2858.6421,3032.1746,3143.7678,3164.0703,3279.5508,3266.7937,3493.8743,3567.647,3647.2795,3581.968,3263.6243,3008.2009,3108.9236,3340.9497,3606.8936,3837.3877,4103.0791,4092.4829,4187.6401,4349.9282,4741.4224,5121.7134,5470.8286,5259.2334,4727.5693,4508.3901,4540.9434,4485.0801,4454.3926,4472.4077,4514.1797,4605.2607,4742.3433,5020.0376,5260.8774,5374.6123,5814.083,6237.9414,6586.1475,6724.5034,6885.6484,7088.7803,7557.3813,7858.4766,8229.168,8448.5332,64963707.96666667,110804688,27891900,0,2.2315328,2.4514503,-2.2435348
Portugal,PRT,2978.4143,3302.6641,3421.8357,3571.5,3700.9993,3813.1431,3955.5044,4098.0449,4101.8687,4299.8218,4576.5366,4831.0771,5178.2754,5441.7041,5632.2896,6021.0039,6183.9189,6658.6616,7553.1367,7796.1685,8419.9102,9005.415,9621.1875,10528.595,10550.307,9862.7363,10318.213,10745.085,10867.884,11283.222,11608.852,11427.951,11406.384,11108.897,10674.974,10834.543,11894.004,12861.183,13939.07,14899.431,15835.435,16521.299,17039.486,17408.895,18475.4,19151.791,19605.051,21154.281,22217.99,23547.527,24812.988,24602.002,24562.98,24338.291,24246.072,26620.916,27802.342,28355.006,28234.168,27659.717,28848.957,28366.145,28407.574,27645.287,27811.789,28654.186,29452.104,30430.031,30923.975,31796.801,9811612.366666667,10343218,8873224,1,3.6417115,3.3400302,-1.4276732
Romania,ROU,,,,,,,,,,,1517.1484,1655.2675,1803.1816,1936.9294,2045.0874,2234.9363,2340.7141,2583.7588,2704.4116,2851.6755,3001.7949,3355.6697,3686.1099,4035.5098,4452.0376,4825.7476,5453.1753,5814.8721,6207.2671,6712.9111,6856.4248,6746.2495,7032.6045,7270.2041,7491.7354,7819.7847,8073.3145,8220.165,8375.791,8025.4858,8187.8477,7494.8823,7127.167,7364.8813,7849.4565,8441.6484,8942.082,8523.6104,8288.0811,8316.2197,8579.4922,9329.0771,9709.6973,10250.483,11500.137,11938.75,13755.002,15591.713,18339.736,17999.645,18466.545,18560.094,19638.709,19739.795,20324.879,21573.496,22819.523,25424.059,26494.797,27888.359,21059355.7,19501544,18313498,0,5.0327053,5.0583129,-2.5317833
Rwanda,RWA,,,,,,,,,,,1039.691,989.35449,1087.5647,950.98328,831.52594,861.22424,907.07349,939.71063,981.42059,1051.1891,1102.464,1064.5186,1085.7373,1101.507,1095.663,1068.2023,1198.1915,1201.5674,1207.6052,1311.5704,1282.1947,1417.5063,1326.2959,1359.2468,1244.5856,1255.9312,1256.3287,1159.5751,1122.5972,1178.5283,1125.25,1017.5144,1144.1713,1114.7573,540.06781,681.24902,821.26019,926.91364,955.75659,943.30884,958.97272,1012.6837,1152.9174,1143.5204,1228.1973,1308.7274,1419.4016,1445.7468,1461.0057,1519.4196,1625.8533,1734.1481,1792.5505,1787.6578,1895.9352,2016.8105,2058.7534,2067.8862,2191.4241,2279.5068,7017279.25,12776104,3022299,0,1.0081711,1.3394601,-2.9096923
Senegal,SEN,,,,,,,,,,,2868.1331,2800.4656,2747.6543,2707.3694,2694.0984,2651.5142,2722.752,2630.2747,2609.3853,2287.1853,2422.0859,2360.3533,2376.1421,2214.3132,2355.9556,2370.6055,2492.6133,2436.6733,2342.1406,2463.2131,2315.4685,2315.8601,2659.6174,2742.8064,2821.2048,2973.0703,3005.7544,2971.1931,2980.3335,2938.5688,2876.1143,2732.6985,2668.9558,2542.6404,2581.7009,2543.2971,2860.2598,2806.3489,2722.158,2892.4941,2781.177,2840.4688,2803.7166,2751.1931,2753.9924,2919.7808,2877.9138,2975.1343,2923.1748,3037.0022,3103.9885,3099.5505,3168.3057,2990.8467,2989.1841,3069.6384,3100.384,3135.1714,3191.4736,3247.833,8299355.133333334,16352926,3340901,0,.15226443,.21094538,-1.8949544
Seychelles,SYC,,,,,,,,,,,6555.8862,6407.394,6720.5122,7233.8037,7606.3823,6856.0688,6515.1411,6864.4517,7913.502,7169.7935,8990.584,14937.593,15609.517,15993.709,15272.812,16424.447,18996.471,16861.971,20565.018,24029.365,16904.91,15023.242,13001.54,13752.199,14791.986,14503.631,13749.582,16726.82,17427.502,19251.994,19622.146,19854.092,19546.164,22323.463,22906.961,20380.885,21155.422,22899.779,21590.629,22322.863,23785.512,20979.598,21258.148,20785.072,16701.25,21149.338,23304.953,27271.533,16968.395,20003.227,20765.438,23981.379,25226.477,23460.268,25113.523,23875.107,20644.574,23278.049,25222.797,27783.162,75049.88333333333,117662,43249,0,2.5755787,2.4777699,-1.0682524
Singapore,SGP,,,,,,,,,,,2764.5308,3142.4568,3564.5398,3960.3472,3972.3452,4186.4487,4642.9761,5203.2168,5654.125,6453.5405,7215.8315,8224.2021,9076.6875,9826.2891,11074.173,11644.375,12925.51,13817.616,15793.484,17976.994,19827.225,19565.764,20167.813,21807.148,23792.918,20812.953,21324.809,23697.836,25191.383,25396.342,28637.943,26684.037,25742.709,24233.857,22379.861,22475.355,27313.492,27837.715,30763.514,31027.729,40524.945,39372.32,42400.691,40541.879,46068.426,62080.613,67376.328,71296.602,62610.477,58718.648,71970,75916.234,75062.594,71907.523,76938.242,75352.242,75539.906,81444.789,82761.758,82336.344,3350141.25,5669562,1619328,0,6.7112145,5.9211154,-1.9317449
South Africa,ZAF,5967.939,6069.2856,5532.0034,5957.4551,6314.5298,6408.5469,6645.6987,6864.9175,6710.7744,6641.7627,6773.0405,6882.5776,7013.7168,7403.9111,7712.5542,7941.853,8081.2583,8448.6602,8501.0635,8869.9824,9138.1582,8950,8977.6865,9874.9121,10185.377,9941.9785,9708.4961,9272.3281,9443.5908,9572.7617,10303.696,10525.281,10388.187,10184.556,10191.126,9783.8018,9462.4814,9830.1338,9874.4287,9716.6904,9511.4795,9244.7285,8836.1855,8808.7959,8929.7236,9211.5273,9485.1348,9579.1533,9515.998,9484.5059,9835.7285,10054.936,10455.937,10534,10985.227,11681.897,12412.51,12991.569,13103.29,12561.623,12896.751,13401.342,13223.486,13105.894,13029.222,12932.482,12695.811,12735.031,12671.332,12536.135,38007740.18333333,59587880,16440173,0,1.3470404,1.0489637,-1.0356656
South Korea,KOR,,,,1111.5625,1141.8311,1211.2332,1214.7806,1290.2646,1300.2332,1284.9663,1256.0479,1303.515,1274.5431,1379.2559,1461.6118,1499.8173,1661.8096,1712.5852,1869.6484,2080.5386,2210.7944,2555.8977,2828.416,3394.6018,3970.3171,4501.7158,4828.4072,5193.6094,5601.895,5811.6382,5414.4873,5684.2197,6005.4531,6659.8794,7216.811,7476.7012,8715.1162,10018.211,11299.439,12383.354,13819.284,15553.149,16631.232,18052.414,20168.615,22422.609,24838.928,24159.881,21078.75,23243.521,24834.428,25421.316,27263.982,28216.994,29892.195,32088.42,33109.707,35007.512,34997.27,33631.828,35927.84,35839.074,35776.125,34785.422,36241.836,38249.121,39214.762,40875.211,41392.887,42219.469,41459762.86666667,51767844,26115390,0,6.7914014,6.1385117,-2.7206457
Spain,ESP,3857.8716,4507.4575,4685.7798,4473.2207,5010.6572,5236.1006,5570.1621,5758.3735,5947.9395,5759.5068,6368.1069,7055.6885,7679.2603,8340.459,8685.4512,9079.1279,9655.6016,10012.231,10581.901,11453.877,11811.078,12235.781,13088.277,13910.429,14417.375,14332.13,14832.615,15304.634,15600.997,15649.341,16096.194,15191.307,14606.472,14228.868,13930.655,13693.116,14528.374,15539.123,16606.143,17655.328,18580.336,19394.061,19818.441,20017.914,20803.611,21821.613,22539.303,24225.041,25756.809,26719.432,28207.709,28700.029,29265.547,29217.018,29781.826,32439.225,34817.586,36548.961,36635.129,34948.168,34567.598,34297.75,34080.395,33551.82,33744.027,35774.746,37270.555,38928.512,39610.012,40366.398,39407692.98333333,47435120,30404938,1,3.3566296,3.1794918,-1.0973135
Sri Lanka,LKA,2800.7437,2950.761,2741.9856,2716.2461,2822.8167,2976.9436,2704.2405,2743.1926,2803.0408,2873.6414,2969.9832,2863.1794,2983.4006,2810.6992,2912.3984,2821.499,2985.5698,2945.1677,3129.9482,3271.4097,3309.1846,3228.813,3262.8782,3393.5364,3516.717,3363.0854,3069.9561,2924.1802,2884.5217,2598.8635,2563.6716,2723.8613,2663.8147,2674.9978,2706.1443,2870.1282,3049.3821,3152.1211,3186.0613,3271.4441,3358.0063,3393.9595,3617.9858,3880.0085,4141.5361,4203.3223,4390.3633,4563.9736,4893.9829,4873.6226,4912.5728,4879.7632,5168.1528,5551.064,5710.2783,5823.6094,6428.145,7012.6309,7534.1147,8348.8203,9202.4375,10294.875,11349.773,11624.573,11732.652,12045.038,12556.947,12733.1,12986.397,13290.122,16510214.55,22410552,9661385,0,2.4673793,2.5722978,-1.8600595
Sweden,SWE,10465.071,10705.488,10729.6,11055.628,11557.622,11804.636,12109.362,12258.869,12481.01,13132.344,13470.279,14261.63,14746.922,15432.918,16430.748,16803.096,16935.936,17452.133,17964.949,18685.74,19770.752,19899.875,20334.42,21166.58,21581.623,21933.436,22027.904,21480.957,21946.127,22559.805,22666.727,23001.145,23228.395,23842.934,24991.523,25541.877,27296.867,28437.67,29438.797,30032.807,30300.877,29976.748,29555.936,28359.406,29923.697,31846.586,32804.719,33953.156,35369.711,37317.57,39777.262,38611.297,38685.711,39622.555,41318.496,42820.68,44403.988,47054.98,47859.117,44327.004,46317.094,49371.043,49126.625,48665.789,48693.203,50104.223,50485.5,52032.676,51773.867,52433.336,8640766.300000001,10279122,7484597,1,2.5795288,2.3302214,-.34813008
Switzerland,CHE,16251.646,17530.914,17262.115,17711.188,18740.598,19953.736,21136.281,21586.766,20471.145,21818.35,23249.107,24572.082,25068.27,25664.082,26737.006,27104.668,27506.021,28115.781,28823.641,30071.387,31793.943,32815.645,33615.141,34381.945,34696.125,31364.006,31012.902,31729.449,32379.328,33603.816,35278.707,35218.691,34882.918,35015.527,35236.305,35892.363,37812.402,38351.875,38879.234,40385.945,42263.762,41264.395,41095.391,41259.668,42003.164,42405.102,42729.137,44320.637,45515.742,46944.188,47393.051,47028.965,46924.52,47516.754,48953.258,52752,55952.027,61161.113,65000.883,63229.723,64724.32,70466.367,71807.031,70778.492,71761.328,71452.906,72050.641,73624.984,74621.133,75298.82,6858758.766666667,8577526,5327776,1,2.1980617,2.0118306,.19765095
Syria,SYR,,,,,,,,,,,2598.1777,2662.6548,3368.501,2838.7534,3445.2053,3331.9587,2894.3516,3155.8872,3191.3938,3683.1648,3591.2021,3818.0649,4620.4668,4081.8467,4937.6631,5675.6714,4792.2808,3412.1169,3100.4014,2678.0247,2561.8628,,,,,1957.272,1756.1827,1599.0161,1625.9893,1512.5658,1464.131,1258.635,,,,,,1230.1731,1341.4377,1424.2871,1739.5342,1965.3295,2404.0623,2895.448,3962.4417,5889.3901,5537.8784,5684.9146,5792.876,5725.2539,6208.3945,6367.3892,5455.4517,4930.4639,5466.561,5714.9199,,,,7210.5469,12927190.53333333,20353536,4673501,0,1.7731431,1.7451106,-1.9938054
Taiwan,TWN,,1620.7471,1800.9791,1923.3008,2027.8177,2102.3362,2190.9968,2299.0725,2385.8496,2512.2249,2606.6375,2748.3496,2853.0125,3034.3022,3318.7283,3663.0327,3841.6636,4243.8433,4599.3413,4869.8145,5360.2041,5955.1528,6652.8545,7464.126,7759.9199,7640.2861,8653.1787,9238.918,10388.161,11206.766,11882.245,12403.079,12563.418,13273.74,14215.186,14179.154,15973.428,18220.094,19355.5,20854.568,22476.164,23741.426,25271.502,26436.213,27357.787,28481.734,30148.029,31668.631,32852.164,34010.832,35558.93,34288.801,35205.07,35919.211,37617.125,40211.387,40526.484,41674.094,40047.633,38293.867,41677.895,43284.258,43634.211,43225.449,44624.938,44206.371,43836.172,45375.402,45612.23,46761.25,19358327.33333333,23674136,11046262,0,5.6638565,5.014904,-1.9905547
